Product Name,Product Description,Category,Energy,Saturates,Carbohydrate,Sugars,Salt
Lindahls Kvarg Stracciatella with Chocolate Pieces Protein Yogurt 150g,"Quark with Sweeteners, Chocolate Pieces and Vanilla Flavour.",yogurts,59,0.2,3.4,3.2,0.1
M¨¹ller Light Citrus Fat Free Yogurts 6x140g,"Mango & passionfruit fat free yogurt with sweetener x 2
Peach & pineapple fat free yogurt with sweetener x 2
Mandarin fat free yogurt with sweetener x 2",yogurts,224,0.1,7.2,6.6,0.2
M¨¹ller Light Fat Free Yogurt Limited Edition 160g,"Banana split flavour fat free yogurt with dark chocolate sprinkles (0.5%), with sugar & sweeteners",yogurts,237,0.3,7,6.6,0.24
Activia Intensely Creamy Blueberry Greek Style Yogurt 4x110g,Creamy Yogurt with Fruit,yogurts,421,2.1,13,12.7,0.14
M¨¹ller Light Greek Style Sublime Strawberry Yogurt 4x115g,Strawberry Greek style fat free yogurt with sweetener x4,yogurts,262,0.1,7.8,7.2,0.2
M¨¹ller Corner Blackberry & Raspberry Yogurt 136g,Creamy yogurt with blackberry & raspberry compote,yogurts,469,2.5,14.1,13.4,0.17
M¨¹ller Light Fat Free Vanilla Yogurt with Chocolate Sprinkles 160g,Fat free vanilla flavour yogurt with sugars & sweeteners and dark chocolate sprinkles (0.5%),yogurts,222,0.3,6.1,5.6,0.24
Activia Intensely Creamy Vanilla Greek Style Yogurt 4x110g,Creamy Yogurt with Vanilla Flavouring,yogurts,412,2.1,12.8,12.4,0.11
Yeo Valley Organic Yogurt Strawberry 4x120g,4 Strawberry Yogurts,yogurts,399,2.5,10.5,9.9,0.15
Smarties Mix-In Vanilla Flavour Yogurt with Mini Smarties 4x120g,Vanilla Flavour Yogurt and Milk Chocolate in a Crisp Sugar Shell.,yogurts,135,3.3,14.8,13.8,0.13
Wildlife Choobs Strawberry Flavour Yogurt 6x37g,Strawberry Flavour yogurt,yogurts,384,1.8,12.1,10.9,0.15
"Sainsbury's West Country Timperley Rhubarb Yogurt, Taste the Difference 150g",Rhubarb yogurt,yogurts,113,4.2,10.1,9.8,0.08
M¨¹ller Light Toffee Fat Free Yogurts 6x140g,Smooth toffee flavour fat free yogurt with sweeteners,yogurts,208,0.1,6.6,5.7,0.27
Lindahls Pro Kvarg Lemon Cheesecake Protein Yogurt 150g,Lemon Flavoured Fat Free Quark with Cheesecake Flavour and Sweeteners.,yogurts,61,0.1,3,2.7,0.1
Munch Bunch Seasonal Squashums Yogurt 6x60g,"Yogurt with Strawberry Puree
Yogurt with Raspberry Puree",yogurts,81,1.8,9.8,9.5,0.13
M¨¹ller Light Fat Free Smooth Banana & Custard Yogurt 160g,Fat free smooth banana & custard flavour yogurt with sweetener,yogurts,222,0.1,7.3,6.4,0.2
"Sainsbury's West Country Creamy Fudge Yogurt, Taste the Difference 150g",Fudge yogurt,yogurts,145,4.8,16.6,16.6,0.11
Activia Strawberry Fat Free Yogurt 4x115g,Fat free yogurt with fruit and sweeteners,yogurts,205,0,6.6,6.4,0.19
Oykos Salted Caramel Greek Style Yogurt 4x110g,Creamy yogurt with a salted caramel layer,yogurts,153,5.6,16.2,15.5,0.22
M¨¹ller Light Fat Free Smooth Raspberry & Cranberry Yogurt 160g,Fat free smooth raspberry & cranberry yogurt with sweetener,yogurts,218,0.1,7.1,6.4,0.23
Petits Filous Strawberry Flavour Drinking Yogurt 4x100g,Strawberry flavour drinking yogurt,yogurts,63,0.5,9.9,9.9,0.12
Actimel Coconut Yogurt Drinks 8x100g,"Yogurt drink with L. Casei Danone cultures, vitamins B6 and D, and coconut.",yogurts,349,1.3,12,12,0.1
Yeo Valley Organic 0% Fat Natural Yogurt 150g,Fat Free Natural Yogurt,yogurts,236,0.1,6.6,6.6,0.16
"Sainsbury's West Country Senga Strawberry Yogurt, Taste the Difference 150g",Strawberry yogurt,yogurts,118,4.4,10.7,10.4,0.08
Benecol Multifruit Yogurt Drink 6x67.5g,"Peach, Strawberry, Pineapple and Orange flavoured yogurt drink with added plant stanols, sugars and sweetener.",yogurts,219,0.2,5,4.9,0.09
Yeo Valley Organic 0% Fat Natural Yogurt 500g,Fat Free Natural Yogurt,yogurts,236,0.1,6.6,6.6,0.16
Actimel No Added Sugar 0% Fat Strawberry Yogurt Drink 12x100g,"Yogurt drink with L. casei Danone cultures, vitamins B6 and D, strawberry and with sweeteners.",yogurts,116,0,3.2,3,0.11
Pringles Original Sharing Crisps 200g,Savoury Snack.,crisps,534,2.8,56,1.2,1.1
Pringles Sour Cream & Onion Sharing Crisps 200g,Sour Cream and Onion Flavour Savoury Snack.,crisps,525,2.8,56,2.5,1.3
Pringles Salt & Vinegar Sharing Crisps 200g,Salt and Vinegar Flavour Savoury Snack.,crisps,514,2.7,56,2.3,1.9
Walkers Ready Salted Multipack Crisps 6x25g,Ready Salted Potato Crisps,crisps,521,2.5,53,0.4,1.4
Walkers Cheese & Onion Multipack Crisps 6x25g,Cheese & Onion Flavour Potato Crisps,crisps,514,2.4,54,2.6,1.2
Pom-Bear Original Multipack Crisps 6x13g,Ready Salted Teddy Shaped Potato Snack,crisps,503,2.8,63,2.1,1.4
Walkers Classic Variety Multipack Crisps 12x25g,"3 x Cheese & Onion Flavour Potato Crisps
3 x Red Salted Potato Crisps
3 x Salt & Vinegar Flavour Potato Crisps
3 x Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener)",crisps,514,2.4,54,2.6,1.2
Kettle Chips Lightly Salted Sharing Crisps 150g,"Hand Cooked Potato Chips, Lightly Salted.",crisps,2139,3.5,51.5,0.5,0.9
Sainsbury's Ready Salted Crisps 6x25g,Ready Salted Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
"Sainsbury's Gourmet Sea Salt Crisps, Taste the Difference 150g",Hand cooked potato crisps with sea salt,crisps,505,2.8,57.1,0.5,0.94
Doritos Cool Original Sharing Tortilla Chips Crisps 180g,Cool Original Flavour Corn Chips,crisps,498,3.5,58.1,2.7,1.48
Sensations Thai Sweet Chilli Sharing Crisps 150g,Thai Sweet Chilli Flavour Potato Crisps,crisps,474,2.2,60,3.7,1.4
Walkers Prawn Cocktail Multipack Crisps 6x25g,Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener),crisps,513,2.4,55,1.9,1.2
Hula Hoops Original Potato Ring Crisps 6x24g,Original Salted Potato Rings,crisps,499,2.2,65,0.5,1.4
Walkers Salt & Vinegar Multipack Crisps 6x25g,Salt and Vinegar Flavour Potato Crisps,crisps,514,2.4,54,0.4,1.6
"Sainsbury's Sea Salt & Cider Vinegar Crisps, Taste the Difference 150g",Hand cooked potato crisps with sea salt and Suffolk cider vinegar seasoning,crisps,514,3,53.8,1.1,1.53
"Sainsbury's Cheddar & Spring Onion Crisps, Taste the Difference 150g",Hand cooked potato crisps with mature Cheddar cheese and spring onion seasoning,crisps,514,3.7,49.5,1.5,1.32
Walkers Salt & Shake Multipack Crisps 6x24g,x Salt & Shake Potato Crisps with Separate Salt Sachet,crisps,533,2.6,52.2,0.4,0
Hula Hoops BBQ Beef Potato Ring Crisps 6x24g,Barbecue Beef Flavour Potato Rings,crisps,498,2.3,64,1,2.2
Walkers Classic Variety Multipack Crisps 22x25g,"6 x Cheese & Onion Flavour Potato Crisps
6 x Ready Salted Potato Crisps
5 x Salt & Vinegar Flavour Potato Crisps
5 x Prawn Cocktail Flavour Crisps (with sugar and sweetener)",crisps,514,2.4,54,2.6,1.2
Kettle Chips Sea Salt & Balsamic Vinegar of Modena Sharing Crisps 150g,Hand Cooked Potato Chips with Sea Salt and "Aceto Balsamico di Modena IGP".,crisps,2142,2.4,56.8,1.3,1.6
McCoy's Flame Grilled Steak Variety Pack Crisps 6x25g,Flame Grilled Steak Flavour Potato Crisps,crisps,524,2.5,53,2.3,1.5
Sainsbury's Cheese & Onion Crisps 6x25g,Cheese and Onion Flavour Potato Crisps,crisps,508,2.7,55.9,0.6,1.25
Hula Hoops Variety Crisps 12x24g,"Barbecue Beef Flavour Potato Rings
Salt & Vinegar Flavour Potato Rings
Original Salted Potato Rings
Cheese & Onion Flavour Potato Rings",crisps,498,2.3,64,1,2.2
McCoy's Classic Variety Pack Crisps 6x25g,"Salt & Malt Vinegar Flavour Potato Crisps
Salted Flavour Potato Crisps
Cheddar & Onion Flavour Potato Crisps",crisps,529,2.5,54,1.9,2.1
Walkers Classic Variety Multipack Crisps 6x25g,"2 x Cheese & Onion Flavour Potato Crisps
2 x Ready Salted Potato Crisps
2 x Salt & Vinegar Flavour Potato Crisps",crisps,514,2.4,54,2.6,1.2
Walkers Ready Salted Crisps 12x25g,Ready Salted Potato Crisps,crisps,521,2.5,53,0.4,1.3
Doritos Chilli Heatwave Sharing Tortilla Chips Crisps 180g,Chilli Heatwave Flavour Corn Chips,crisps,497,3,59.3,6.1,1.35
Walkers Smoky Bacon Multipack Crisps 6x25g,Smoky Bacon Flavour Potato Crisps,crisps,514,2.4,55,4.5,1.2
Kettle Chips Sea Salt & Crushed Black Peppercorns Sharing Crisps 150g,Hand Cooked Potato Chips with Sea Salt & Crushed Black Peppercorns Seasoning.,crisps,2111,2.6,57.4,0.5,1.3
Walkers Roast Chicken Multipack Crisps 6x25g,Roast Chicken Flavour Potato Crisps,crisps,513,2.4,54,1.4,1.2
Kettle Chips Lightly Salted Multipack Crisps 5x30g,"Hand Cooked Potato Chips, Lightly Salted.",crisps,2139,3.5,51.5,0.5,0.9
Popchips Barbeque Multipack Crisps 5pk,Barbeque flavour popped potato snacks,crisps,420,1.4,62,8.7,2.1
McCoy's Salt & Vinegar Variety Pack Crisps 6x25g,Salt & Malt Vinegar Flavour Potato Crisps,crisps,529,2.5,54,1.9,2.1
Sainsbury's Classic Variety Assorted Crisps 22x25g,Assorted Flavours potato crisps,crisps,532,3.3,50.8,2.9,1.18
Pringles Texas BBQ Sauce Flavour Sharing Crisps 200g,Texas Barbecue Sauce Flavour Savoury Snack.,crisps,520,2.7,57,4.5,1.2
Walkers Less Salt Lightly Salted Multipack Crisps 6x25g,Lightly Salted Potato Crisps,crisps,522,2.5,53,0.4,0.67
Kettle Chips Sweet Chilli & Sour Cream Sharing Crisps 150g,Hand Cooked Potato Chips with Sweet Chilli and Sour Cream Seasoning.,crisps,2106,3.5,52.9,4.3,1.1
Kettle Chips Mature Cheddar & Red Onion Sharing Crisps 150g,Hand Cooked Potato Chips with Mature Cheddar Cheese and Red Onion Seasoning.,crisps,2142,3.3,52,1.3,1.2
Walkers Marmite Multipack Crisps 6x25g,Marmite? Flavour Potato Crisps,crisps,511,2.4,53,1.3,1.4
Jacob's Crinklys Cheese & Onion Crisps 6x25g,Cheese and Onion Flavour Crinkled Snack Biscuits,crisps,488,6.5,63.2,7.3,1.7
Tyrrells Lightly Sea Salted Sharing Crisps 150g,Lightly Sea Salted Potato Crisps.,crisps,2048,3,51.8,0.6,0.8
Walkers Sensations Thai Sweet Chilli Multipack Crisps 5x25g,Thai Sweet Chilli Flavour Potato Crisps,crisps,494,2.3,59,4,1.43
Sainsbury's Assorted Crisps 6x25g,Assorted Flavours Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
Sainsbury's Salt & Vinegar Crisps 6x25g,Salt and Vinegar Flavour Potato Crisps,crisps,511,3.6,54.9,0.6,1.68
Jacob's Twiglets Crisps 6x24g,Crunchy Savoury Wholewheat Sticks,crisps,421,1.9,57,0.5,1.1
Popchips Barbeque Sharing Crisps 85g,Barbeque flavour popped potato snacks,crisps,420,1.4,62,8.7,2.1
Sainsbury's Ready Salted Crisps 12x25g,Ready Salted Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
Walkers Meaty Variety Multipack Crisps 22x25g,"6 x Smoky Bacon Flavour Potato Crisps
6 x Roast Chicken Flavour Potato Crisps
5 x Prawn Cocktail Flavour Crisps (with sugar and sweetener)
5 x Cheese & Onion Flavour Potato Crisps",crisps,514,2.4,55,4.5,1.2
Sensations Roast Chicken & Thyme Sharing Crisps 150g,Roasted Chicken & Thyme Flavour Potato Crisps,crisps,501,2.4,57.1,2.6,1.43
Walkers Less Salt Mild Cheese & Onion Multipack Crisps 6x25g,Mild Cheese & Onion Flavour Potato Crisps,crisps,515,2.4,54,2.6,0.62
Popchips Sea Salt & Vinegar Sharing Crisps 85g,Sea salt & vinegar flavour popped potato snacks,crisps,408,1.7,67,2.6,2.2
Hula Hoops Original Crisps 12x24g,Original Salted Potato Rings,crisps,499,2.2,65,0.5,1.4
Doritos Tangy Cheese Sharing Tortilla Chips Crisps 180g,Tangy Cheese Flavour Corn Chips,crisps,501,3.4,57.5,2.7,1.19
Jacob's Twiglets Crisps 150g,Crunchy Savoury Wholewheat Sticks,crisps,421,1.9,57,0.5,1.1
Sainsbury's Classic Variety Assorted Crisps 12x25g,Assorted Flavours potato crisps,crisps,532,3.3,50.8,2.9,1.18
Popchips Sour Cream & Onion Multipack Crisps 5pk,Sour cream & onion flavour popped potato snacks,crisps,413,1.6,61,4.5,1.9
Pringles Paprika Sharing Crisps 200g,Paprika Flavour Savoury Snack,crisps,518,2.7,56,3.7,1.4
Tyrrells Lightly Sea Salted Crisps 6x25g,Lightly sea salted potato crisps 6x25g.,crisps,2048,3,51.8,0.6,0.8
Jacob's Cracker Crisps Salt & Vinegar 150g,Sea Salt & Balsamic Vinegar Flavour Crisp Snack Biscuits,crisps,470,4.8,67,7.5,1.8
Kellogg's Crunchy Nut Not So Nutty! Granola 600g,Crunchy Oat Clusters.,crisps,481,11,60,19,0.85
Kellogg's Fruit Winders Strawberry Snack 5x17g,Strawberry & Pear Fruit Snack Roll,crisps,393,3.5,79,37,0.13
Kellogg's Fruit Winders Doubles Apple & Strawberry Rolls 5x17g,A delicious apple and strawberry fruit snack roll made with all natural colours and flavours,crisps,393,3.5,79,37,0.13
"Sainsbury's Thai Sweet Chilli Crisps, Taste The Difference 150g",Hand cooked potato crisps with Thai sweet chilli flavour seasoning,crisps,531,3.8,57.7,3.8,1.02
Hula Hoops Variety Pack Potato Ring Crisps 6x24g,"Salt & Vinegar Flavour Potato Rings
Original Salted Potato Rings
Cheese & Onion Flavour Potato Rings",crisps,502,2.3,64,1,2
Hula Hoops Puft Salted Crisps 6x15g,Salted Flavour Wheat & Potato Snacks,crisps,481,2,61,0.8,0.86
"Sainsbury's Vegetable Crisps, Taste the Difference 100g","Parsnip, sweet potato and beetroot crisps with sea salt",crisps,529,3.1,43.5,25.1,1.1
Kettle Chips Sour Cream & Sweet Onion Sharing Crisps 150g,Hand Cooked Potato Chips Sour Cream and Sweet Onion Seasoning.,crisps,2115,3.9,51.6,3.5,1.2
Pringles Prawn Cocktail Flavour Sharing Crisps 200g,Prawn Cocktail Flavour Savoury Snack,crisps,505,3.4,52,3.4,1.6
Tyrrells Cider Vinegar & Salt Sharing Crisps 150g,Sea salt & cider vinegar seasoned potato crisps.,crisps,2042,2.8,56,1.7,1.8
Pringles Cheese & Onion Sharing Crisps 200g,Cheese and Onion Savoury Snack,crisps,516,2.7,56,2.7,1.4
Tyrrells Mixed Root Vegetable Sharing Crisps 125g,Mixed root vegetable crisps with sea salt.,crisps,2244,4,40.6,23.6,1.1
Walkers Less Salt A Dash of Salt & Vinegar Multipack Crisps 6x25g,Dash of Salt & Vinegar Flavour Potato Crisps,crisps,513,2.4,54,1,0.67
Sensations Balsamic Vinegar & Caramelised Onion Sharing Crisps 150g,Balsamic Vinegar & Caramelised Onion Flavour Potato Crisps,crisps,472,1.8,59.2,2.3,1.41
Hula Hoops Puft Salt & Vinegar Crisps 6x15g,Salt & Vinegar Flavour Wheat & Potato Snacks,crisps,479,2,62,1.7,1.1
Doritos Lightly Salted Sharing Tortilla Chips Crisps 270g,Lightly Salted Corn Chips,crisps,489,2.8,61.2,1.2,0.72
Walkers Cheese & Onion Crisps 12x25g,Cheese & Onion Flavour Potato Crisps,crisps,514,2.4,54,2.6,1.2
Sainsbury's Prawn Cocktail Crisps 6x25g,Prawn Cocktail Flavour Potato Crisps with sugar and sweetener,crisps,532,3.3,50.8,2.9,1.18
Tyrrells Sweet Chilli & Red Pepper Sharing Crisps 150g,Sweet Chilli & Red Pepper Seasoned Potato Crisps.,crisps,2089,3,53.1,4.5,1.1
Tyrrells Cheddar Cheese & Chive Sharing Crisps 150g,Mature Cheddar Cheese & Chive Seasoned Potato Crisps.,crisps,2121,3.5,52.8,3.9,1.3
Jacob's Cracker Crisps Sour Cream & Chive 150g,Sour Cream & Chive Flavour Crisp Snack Biscuits,crisps,470,5,66.4,6.8,1.8
Walkers Meaty Variety Crisps 12x25g,"3 x Smoky Bacon Flavour Potato Crisps
3 x Roast Chicken Flavour Potato Crisps
3 x Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener)
3 x Cheese & Onion Flavour Potato Crisps",crisps,514,2.4,55,4.5,1.2
Pringles Smokey Bacon Flavour Sharing Crisps 200g,Smokey Bacon Flavour Savoury Snack.,crisps,519,2.7,56,2.8,1.6
Popchips Sour Cream & Onion Sharing Crisps 85g,Sour cream & onion flavour popped potato snacks,crisps,413,1.6,61,4.5,1.9
Tyrrells Lentil Sharing Crisps Sour Cream & Onion 80g,Lentil snacks with sour cream & onion seasoning.,crisps,1967,1.7,58,3.4,2
Doritos Hint of Lime Sharing Tortilla Chips Crisps 270g,Hint of Lime Flavour Corn Chips,crisps,499,3.3,58.6,2.1,1.24
Tyrrells Lentil Sharing Crisps Sweet Chilli & Red Pepper 80g,Lentil snacks with sweet chilli & red pepper seasoning.,crisps,1959,1.6,59,5.3,2.1
Pom-Bear Cheese & Onion Multipack Crisps 6x13g,Cheese & Onion Flavour Teddy Shaped Potato Snack,crisps,495,2.7,62,2.9,1.4
McCoy's Meaty Variety Pack Crisps 6x25g,"Flame Grilled Steak Flavour Potato Crisps
Thai Sweet Chicken Flavour Potato Crisps
Flame Smoked Chorizo Flavour Potato Crisps",crisps,524,2.5,53,2.3,1.5
Popchips Original Chips Sharing Crisps 85g,Sea salt flavour popped potato snacks,crisps,410,1.3,62,2,2.1
Pipers Anglesey Sea Salt Sharing Crisps 150g,Sea Salt Flavour Potato Crisps,crisps,2223,3.3,57.2,0.5,0.94
Kettle Chips Variety Multipack Crisps 5x30g,"Sea Salt & Balsamic Vinegar of Modena - Hand Cooked Potato Chips with Sea Salt and ""Aceto Balsamico di Modena IGP"".
Mature Cheddar & Red Onion - Hand Cooked Potato Chips with Mature Cheddar Cheese and Red Onion Seasoning.
Lightly Salted - Hand Cooked Potato Chips, Lightly Salted.",crisps,2142,2.4,56.8,1.3,1.6
Sainsbury's Ridge Classic Variety Ridge Cut Assorted Crisps 6x27g,Assorted Flavours Ridged Potato Crisps,crisps,517,2.9,55.5,0.5,1.31
Sainsbury's Flame Grilled Steak Ridge Cut Crisps 6x27g,Flame grilled steak flavour ridged potato crisps,crisps,521,3.3,53.4,1.1,1.02
"Sainsbury's Coronation Chicken Flavour Hand Cooked Potato Crisps, Taste the Difference 150g",Hand cooked potato crisps with coronation chicken flavour seasoning.,crisps,493,2.9,54.3,1.8,1.16
McCoy's Cheddar & Onion Variety Pack Crisps 6x25g,Cheddar & Onion Flavour Potato Crisps,crisps,526,2.5,53,2.4,0.97
Walkers Sensations BBQ Beef Teriyaki Sharing Crisps 150g,BBQ Beef Teriyaki Flavour Potato Crisps,crisps,476,2.1,58.6,2.6,1.53
Walkers Max Strong Jalape?o & Cheese Sharing Crisps 150g,Jalapeno & Cheese Flavour Ridged Potato Crisps,crisps,531,2.8,51,2.6,1.32
Walkers Max Punchy Paprika Sharing Crisps 150g,Punchy Paprika Flavour Ridged Potato Crisps,crisps,530,2.7,51.2,3.7,1.63
Pipers Lye Cross Cheddar & Onion Sharing Crisps 150g,Cheddar & Onion Flavour Potato Crisps,crisps,2227,3.5,56.1,1.5,1.55
Pipers Great Berwick Longhorn Beef Crisps 150g,Longhorn Beef Flavour Potato Crisps,crisps,2197,3,51.8,1.6,1
Walkers Max Strong Hot Chicken Wings Sharing Crisps 150g,Hot Chicken Wings Flavour Ridged Potato Crisps,crisps,532,2.7,51.1,3.2,1.35
Pipers Burrow Hill Cider Vinegar & Sea Salt Sharing Crisps 150g,Cider Vinegar & Sea Salt Flavour Potato Crisps,crisps,2184,3,57,2.7,2.13
McCoy's Thai Sweet Chicken Multipack Crisps 6 Pack,Thai Sweet Chicken Flavour Potato Crisps,crisps,525,2.4,54,3.2,1.3
Doritos Flamin' Hot Tangy Cheese Sharing Tortilla Chips Crisps 180g,Flamin' Hot Tangy Cheese Flavour Corn Chips,crisps,499,3,57.6,3.2,1.19
Pringles Sizzl'N Extra Hot Cheese & Chilli Crisps 180g,Cheese & Chilli Flavour Savoury Snack.,crisps,520,2.8,58,2.9,1.3
Pringles Sizzl'N Kickin' Sour Cream Sharing Crisps 180g,Sour Cream Flavour Savoury Snack.,crisps,525,2.9,57,2.8,1.6
Pipers Kirkby Malham Chorizo Sharing Crisps 150g,Chorizo Flavour Potato Crisps,crisps,2196,3.1,56.9,5.6,2
Walkers Cheese & Onion Crisps 45g,Cheese & Onion Flavour Potato Crisps,crisps,514,2.4,54,2.6,1.2
Tyrrells English Smoky Barbecue Sharing Crisps 150g,Smoky barbecue flavour potato crisps,crisps,2066,2.8,57.8,3.7,1.2
Pipers Atlas Mountains Wild Thyme & Rosemary Sharing Crisps 150g,Wild Thyme & Rosemary Flavour Potato Crisps,crisps,2121,1.8,56.2,2,1.4
Tyrrells Sea Salt & Black Pepper Sharing Crisps 150g,Sea Salt & Black Pepper Seasoned Potato Crisps.,crisps,2072,2.9,53.4,1.4,1.3
Doritos Stax Ultimate Cheese Sharing Snacks Crisps 170g,Ultimate Cheese Flavour Corn Chips,crisps,519,2.6,60,2.3,1.3
Walkers Salt & Vinegar Crisps 45g,Salt and Vinegar Flavour Potato Crisps,crisps,514,2.4,54,0.4,1.6
Pringles Sizzl'n Spicy Sweet Chilli Crisps 180g,Sweet Chilli Flavour Savoury Snack.,crisps,519,2.7,58,4.7,1.3
Doritos Stax Sour Cream & Onion Sharing Snacks Crisps 170g,Sour Cream & Onion Flavour Corn Chips,crisps,529,2.2,63,1.9,1.4
Walkers Prawn Cocktail Crisps 45g,Prawn Cocktail Flavour Potato Crisps (with sugar and sweetener),crisps,513,2.4,55,1.9,1.2
Pringles Sizzl'N Spicy Chorizo Flavour Sharing Crisps 180g,Spicy Chorizo Flavour Savoury Snack.,crisps,520,2.7,58,4,1.3
Doritos Flame Grilled Steak Sharing Tortilla Chips Crisps 180g,Flame Grilled Steak Flavour Corn Chips,crisps,491,3.1,59,5.5,1.57
Walkers Max KFC Kentucky Fried Chicken Sharing Crisps 140g,Crispy Chicken Flavour Ridged Potato Crisps,crisps,509,2.5,52.7,3.7,1.19
